id,name,value,avg_revenue,avg_bills,industry
8032,Brooklyn Hardware Supply,4787846.99,1595949.0,1356556.65,Retail
8033,10th Ave Deli Grocery,4787846.99,1595949.0,1356556.65,Retail
8034,Joe's Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
8035,Terrace Books,1889854.62,629951.54,535458.81,Other Services
8036,True Love Always,4787846.99,1595949.0,1356556.65,Retail
8037,Oak Park Pharmacy,1889854.62,629951.54,535458.81,Other Services
8038,209 Station,4787846.99,1595949.0,1356556.65,Retail
8039,Prospect Tobacco & Vape,4787846.99,1595949.0,1356556.65,Retail
8040,Windsor Shoes,4787846.99,1595949.0,1356556.65,Retail
8041,Brooklyn Acting Lab,1889854.62,629951.54,535458.81,Other Services
8042,8th Ave Market & Deli,4787846.99,1595949.0,1356556.65,Retail
8043,Hand of Glory Tattoo,1889854.62,629951.54,535458.81,Other Services
8044,Sonia's Pet Grooming,1889854.62,629951.54,535458.81,Other Services
8045,Brooklyn Game Lab,1889854.62,629951.54,535458.81,Other Services
8046,Joy Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
8047,Shades of Soho,1889854.62,629951.54,535458.81,Other Services
8048,Park Slope Beer and Marketplace,4787846.99,1595949.0,1356556.65,Retail
8049,Caesar's Carpet Center,1889854.62,629951.54,535458.81,Other Services
8050,Park Slope Hardware,4787846.99,1595949.0,1356556.65,Retail
8051,B&A Appliances,1889854.62,629951.54,535458.81,Other Services
8052,Lore,3534837.91,1178279.3,1001537.41,Accommodations/Food
8053,Lucky U Cleaners,4787846.99,1595949.0,1356556.65,Retail
8054,Park Slope Grocery & Convenience Store,4787846.99,1595949.0,1356556.65,Retail
8055,99¢ Plus & Gifts,4787846.99,1595949.0,1356556.65,Retail
8056,BK Laundry & Dry Cleaners,4787846.99,1595949.0,1356556.65,Retail
8057,Bagels Mini Muffins Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
8058,Luo's Burgers,3534837.91,1178279.3,1001537.41,Accommodations/Food
8059,Brooklyn Auto Sound & Glass,4787846.99,1595949.0,1356556.65,Retail
8060,Prospect Auto Repair,4787846.99,1595949.0,1356556.65,Retail
8061,Briss Nails Spa,4787846.99,1595949.0,1356556.65,Retail
8062,Park Slope Laundry,4787846.99,1595949.0,1356556.65,Retail
8063,J & J Laundry Land,4787846.99,1595949.0,1356556.65,Retail
8064,Gowanus Wine Merchants,4787846.99,1595949.0,1356556.65,Retail
8065,My Tool Rental Service Center,1889854.62,629951.54,535458.81,Other Services
8066,Zatar,3534837.91,1178279.3,1001537.41,Accommodations/Food
8067,Overgreens,3534837.91,1178279.3,1001537.41,Accommodations/Food
8068,Flora,3534837.91,1178279.3,1001537.41,Accommodations/Food
8069,Ottava,3534837.91,1178279.3,1001537.41,Accommodations/Food
8070,Chez Moi,3534837.91,1178279.3,1001537.41,Accommodations/Food
8071,NYC Rejuvenation Clinic,4787846.99,1595949.0,1356556.65,Retail
8072,Oceans,3534837.91,1178279.3,1001537.41,Accommodations/Food
8073,Herman Miller,4787846.99,1595949.0,1356556.65,Retail
8074,Blue Bottle Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
8075,Tappo,3534837.91,1178279.3,1001537.41,Accommodations/Food
8076,Hutch + Waldo,3534837.91,1178279.3,1001537.41,Accommodations/Food
8077,Mount Sinai Union Square,5268371.04,1756123.68,1492705.13,Health/Social
8078,J's Kitchen New York,3534837.91,1178279.3,1001537.41,Accommodations/Food
8079,New East Men Spa,1889854.62,629951.54,535458.81,Other Services
8080,Rockmeisha,3534837.91,1178279.3,1001537.41,Accommodations/Food
8081,Harry's Corner Shop,1889854.62,629951.54,535458.81,Other Services
8082,Corner Social,3534837.91,1178279.3,1001537.41,Accommodations/Food
8083,Caribbean Starr,3534837.91,1178279.3,1001537.41,Accommodations/Food
8084,Julius,3534837.91,1178279.3,1001537.41,Accommodations/Food
8085,Village Best,4787846.99,1595949.0,1356556.65,Retail
8086,All'Antico Vinaio,3534837.91,1178279.3,1001537.41,Accommodations/Food
8087,Ba‘al Cafe & Falafel,3534837.91,1178279.3,1001537.41,Accommodations/Food
8088,Black Burger,3534837.91,1178279.3,1001537.41,Accommodations/Food
8089,Kartell,4787846.99,1595949.0,1356556.65,Retail
8090,Lucia Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
8091,Tribeca Finest Marketplace,4787846.99,1595949.0,1356556.65,Retail
8092,386 Soho Deli Grocery,4787846.99,1595949.0,1356556.65,Retail
8093,Taureau,3534837.91,1178279.3,1001537.41,Accommodations/Food
8094,Ducati,4787846.99,1595949.0,1356556.65,Retail
8095,CBD Kratom,1889854.62,629951.54,535458.81,Other Services
8096,Chuva Shoe & Hand Bag Repair,1889854.62,629951.54,535458.81,Other Services
8097,The Wne Hut,4787846.99,1595949.0,1356556.65,Retail
8098,Spring Street Finest Deli,4787846.99,1595949.0,1356556.65,Retail
8099,Houston News International,4787846.99,1595949.0,1356556.65,Retail
8100,Napoli Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
8101,Talukder N Corp,4787846.99,1595949.0,1356556.65,Retail
8102,Renewing Wellness,1889854.62,629951.54,535458.81,Other Services
8103,Daily Provisions,3534837.91,1178279.3,1001537.41,Accommodations/Food
8104,Ueki,3534837.91,1178279.3,1001537.41,Accommodations/Food
8105,Ama on Downing,3534837.91,1178279.3,1001537.41,Accommodations/Food
8106,Charley Bird,3534837.91,1178279.3,1001537.41,Accommodations/Food
8107,Wolfnights - the gourmet wrap,3534837.91,1178279.3,1001537.41,Accommodations/Food
8108,Tacombi,3534837.91,1178279.3,1001537.41,Accommodations/Food
8109,Carmine Street Beers,3534837.91,1178279.3,1001537.41,Accommodations/Food
8110,Angelica Flowers & Events,4787846.99,1595949.0,1356556.65,Retail
8111,Bedford Studio,3534837.91,1178279.3,1001537.41,Accommodations/Food
8112,Jonty Jacobs,3534837.91,1178279.3,1001537.41,Accommodations/Food
8113,Via Carota,3534837.91,1178279.3,1001537.41,Accommodations/Food
8114,Barrow's Pub,3534837.91,1178279.3,1001537.41,Accommodations/Food
8115,Noor Palace,3534837.91,1178279.3,1001537.41,Accommodations/Food
8116,Freddy's,4787846.99,1595949.0,1356556.65,Retail
8117,Wasim Barber,1889854.62,629951.54,535458.81,Other Services
8118,Arena Gaming Zone,1889854.62,629951.54,535458.81,Other Services
8119,Vlada's Dog Grooming,1889854.62,629951.54,535458.81,Other Services
8120,Gravesend Neck Road Deli & Grocery,4787846.99,1595949.0,1356556.65,Retail
8121,7J's Lucky,3534837.91,1178279.3,1001537.41,Accommodations/Food
8122,99¢ Store,4787846.99,1595949.0,1356556.65,Retail
8123,NewYork-Presbyterian Medical Group,5268371.04,1756123.68,1492705.13,Health/Social
8124,L&J,4787846.99,1595949.0,1356556.65,Retail
8125,Illuission's Hair Studio,1889854.62,629951.54,535458.81,Other Services
8126,Liquor Store,4787846.99,1595949.0,1356556.65,Retail
8127,Anyway Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
8128,Bright Laundry,4787846.99,1595949.0,1356556.65,Retail
8129,D & E Deli & Grocery,4787846.99,1595949.0,1356556.65,Retail
8130,Marine Park Family Vision,4787846.99,1595949.0,1356556.65,Retail
8131,Igam Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
8132,The Cell Phone Store,4787846.99,1595949.0,1356556.65,Retail
8133,Frankel's Jewelry,4787846.99,1595949.0,1356556.65,Retail
8134,Mimi Juice,3534837.91,1178279.3,1001537.41,Accommodations/Food
8135,Tap Beer,4787846.99,1595949.0,1356556.65,Retail
8136,East Sushi Bistro,3534837.91,1178279.3,1001537.41,Accommodations/Food
8137,Sinai Diagnosis,5268371.04,1756123.68,1492705.13,Health/Social
8138,U Wire,4787846.99,1595949.0,1356556.65,Retail
8139,V7 Cell Phone Store,4787846.99,1595949.0,1356556.65,Retail
8140,Kim Beauty Hair Salon,1889854.62,629951.54,535458.81,Other Services
8141,DC Brooklyn Market,4787846.99,1595949.0,1356556.65,Retail
8142,Vision Palace Optical,4787846.99,1595949.0,1356556.65,Retail
8143,Crazy Saving,4787846.99,1595949.0,1356556.65,Retail
8144,Natures Emporium,1889854.62,629951.54,535458.81,Other Services
8145,Aksaray,3534837.91,1178279.3,1001537.41,Accommodations/Food
8146,Luxe Beauty Lounge,4787846.99,1595949.0,1356556.65,Retail
8147,Forefeathers Chicken Madness,3534837.91,1178279.3,1001537.41,Accommodations/Food
8148,Domino Supermarket,4787846.99,1595949.0,1356556.65,Retail
8149,Vesuvius Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
8150,Kings Meat,4787846.99,1595949.0,1356556.65,Retail
8151,Kings Deli & Juice Bat,4787846.99,1595949.0,1356556.65,Retail
8152,Blooming Nails,4787846.99,1595949.0,1356556.65,Retail
8153,Memo Shish Kebab,3534837.91,1178279.3,1001537.41,Accommodations/Food
8154,CFM Kitchen & Bath,1889854.62,629951.54,535458.81,Other Services
8155,Fanda Grocery,4787846.99,1595949.0,1356556.65,Retail
8156,One Mart Nostrand Ave.,4787846.99,1595949.0,1356556.65,Retail
8157,La Raza Deli,4787846.99,1595949.0,1356556.65,Retail
8158,Brooklyn Strickly Kosher Meat Market,4787846.99,1595949.0,1356556.65,Retail
8159,KingsBay Chemist,1889854.62,629951.54,535458.81,Other Services
8160,Brooklyn Unleashed,1889854.62,629951.54,535458.81,Other Services
8161,Gyro BBQ,3534837.91,1178279.3,1001537.41,Accommodations/Food
8162,Thai Basil,3534837.91,1178279.3,1001537.41,Accommodations/Food
8163,M&S Grocery Deli,4787846.99,1595949.0,1356556.65,Retail
8164,Your Local Good's Inc,4787846.99,1595949.0,1356556.65,Retail
8165,Prestige Meat Market,4787846.99,1595949.0,1356556.65,Retail
8166,SleepMart,4787846.99,1595949.0,1356556.65,Retail
8167,Liquors Wine & Spirits,4787846.99,1595949.0,1356556.65,Retail
8168,Power Plant Studios,1889854.62,629951.54,535458.81,Other Services
8169,Nostrand Houses Pharmacy,1889854.62,629951.54,535458.81,Other Services
8170,PJ's On The Bay,3534837.91,1178279.3,1001537.41,Accommodations/Food
8171,Ave V Deli,4787846.99,1595949.0,1356556.65,Retail
8172,King Wok,3534837.91,1178279.3,1001537.41,Accommodations/Food
8173,Exclusive Optical,4787846.99,1595949.0,1356556.65,Retail
8174,This Way Pharmacy,5268371.04,1756123.68,1492705.13,Health/Social
8175,Empire,3534837.91,1178279.3,1001537.41,Accommodations/Food
8176,Ave U Fish Market,4787846.99,1595949.0,1356556.65,Retail
8177,DIY Poké Sushi,3534837.91,1178279.3,1001537.41,Accommodations/Food
8178,Laundromat Dry Cleaner,4787846.99,1595949.0,1356556.65,Retail
8179,Safir Bakery,4787846.99,1595949.0,1356556.65,Retail
8180,Jacobson's Art & Frame Gallery,1889854.62,629951.54,535458.81,Other Services
8181,N&D Pizzaria,3534837.91,1178279.3,1001537.41,Accommodations/Food
8182,EZ Dry Cleaners,4787846.99,1595949.0,1356556.65,Retail
8183,Kosher Palace,4787846.99,1595949.0,1356556.65,Retail
8184,Tops,4787846.99,1595949.0,1356556.65,Retail
8185,Knapp Street Bagel Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
8186,Lucky Star,3534837.91,1178279.3,1001537.41,Accommodations/Food
8187,Nagoya Sushi,3534837.91,1178279.3,1001537.41,Accommodations/Food
8188,The Fitting Room,4787846.99,1595949.0,1356556.65,Retail
8189,Oasis Hookah Smoke,4787846.99,1595949.0,1356556.65,Retail
8190,Sunny Village Wine & Liquor,4787846.99,1595949.0,1356556.65,Retail
8191,Fabulous Nails Spa,4787846.99,1595949.0,1356556.65,Retail
8192,Alex's Hair Styling for Men,1889854.62,629951.54,535458.81,Other Services
8193,Colure,4787846.99,1595949.0,1356556.65,Retail
8194,Blustin Vladimir,5268371.04,1756123.68,1492705.13,Health/Social
8195,Midwod Dental Center,5268371.04,1756123.68,1492705.13,Health/Social
8196,Dr. A. Lebovitz,5268371.04,1756123.68,1492705.13,Health/Social
8197,Chandni Pizza Deli & Fried Chicken,3534837.91,1178279.3,1001537.41,Accommodations/Food
8198,Ultra Service Center,4787846.99,1595949.0,1356556.65,Retail
8199,Midwood 99c Store,4787846.99,1595949.0,1356556.65,Retail
8200,Bella Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
8201,Milk and Honey,3534837.91,1178279.3,1001537.41,Accommodations/Food
8202,K N Convenience,4787846.99,1595949.0,1356556.65,Retail
8203,Newkirk Station Liquors & Wines,4787846.99,1595949.0,1356556.65,Retail
8204,Plaza Gourmet Deli,3534837.91,1178279.3,1001537.41,Accommodations/Food
8205,Plaza Convenience Store,4787846.99,1595949.0,1356556.65,Retail
8206,Newkirk Wireless,4787846.99,1595949.0,1356556.65,Retail
8207,Cornerboy's Haircrafters,1889854.62,629951.54,535458.81,Other Services
8208,New Star Fruit,4787846.99,1595949.0,1356556.65,Retail
8209,Newkirk Foodmart,4787846.99,1595949.0,1356556.65,Retail
8210,Yang's Brothers,4787846.99,1595949.0,1356556.65,Retail
8211,Plaza Flower & Grocery,4787846.99,1595949.0,1356556.65,Retail
8212,Pablo's,3534837.91,1178279.3,1001537.41,Accommodations/Food
8213,W & L Sister Laundromat,4787846.99,1595949.0,1356556.65,Retail
8214,El Diablo 2,3534837.91,1178279.3,1001537.41,Accommodations/Food
8215,Don Burrito,3534837.91,1178279.3,1001537.41,Accommodations/Food
8216,Boubar Barbershop,1889854.62,629951.54,535458.81,Other Services
8217,Al's Gold Market,4787846.99,1595949.0,1356556.65,Retail
8218,Kings Court Drugs,5268371.04,1756123.68,1492705.13,Health/Social
8219,El Rancho Poblano,3534837.91,1178279.3,1001537.41,Accommodations/Food
8220,Natural Outlet,3534837.91,1178279.3,1001537.41,Accommodations/Food
8221,Alex Deli Grocery,4787846.99,1595949.0,1356556.65,Retail
8222,Carolin Grocery,4787846.99,1595949.0,1356556.65,Retail
8223,Wendy Nail Salon,4787846.99,1595949.0,1356556.65,Retail
8224,We Are Brooklyn,3534837.91,1178279.3,1001537.41,Accommodations/Food
8225,House of Mahogany,4787846.99,1595949.0,1356556.65,Retail
8226,The Chop Shop BK,4787846.99,1595949.0,1356556.65,Retail
8227,Gap Outlet,4787846.99,1595949.0,1356556.65,Retail
8228,CCA Beauty Studio,4787846.99,1595949.0,1356556.65,Retail
8229,Juicy King Crab Express,3534837.91,1178279.3,1001537.41,Accommodations/Food
8230,New Ocean Beauty Supply,1889854.62,629951.54,535458.81,Other Services
8231,Leroy's Barber Shop,1889854.62,629951.54,535458.81,Other Services
8232,Church Photo Lab,4787846.99,1595949.0,1356556.65,Retail
8233,Fiend City,1889854.62,629951.54,535458.81,Other Services
8234,Fabco Shoes,4787846.99,1595949.0,1356556.65,Retail
8235,Mint Heights,3534837.91,1178279.3,1001537.41,Accommodations/Food
8236,The Waffle Box,3534837.91,1178279.3,1001537.41,Accommodations/Food
8237,Nosh Express,3534837.91,1178279.3,1001537.41,Accommodations/Food
8238,Modern Remedies Pharmacy,1889854.62,629951.54,535458.81,Other Services
8239,Original Brooklyn Bagel,3534837.91,1178279.3,1001537.41,Accommodations/Food
8240,Da Mikele,3534837.91,1178279.3,1001537.41,Accommodations/Food
8241,Brite Buy Wines & Spirits,4787846.99,1595949.0,1356556.65,Retail
8242,Loknath Gift Shop,4787846.99,1595949.0,1356556.65,Retail
8243,Funny BBQ 98,3534837.91,1178279.3,1001537.41,Accommodations/Food
8244,Tofu Tofu,3534837.91,1178279.3,1001537.41,Accommodations/Food
8245,Messlook,1889854.62,629951.54,535458.81,Other Services
8246,Sapori,3534837.91,1178279.3,1001537.41,Accommodations/Food
8247,N B Wireless,4787846.99,1595949.0,1356556.65,Retail
8248,Il Cortile,3534837.91,1178279.3,1001537.41,Accommodations/Food
8249,Casa Bella,3534837.91,1178279.3,1001537.41,Accommodations/Food
8250,Hester Pharmacy,1889854.62,629951.54,535458.81,Other Services
8251,Hong Kong Supermarket,4787846.99,1595949.0,1356556.65,Retail
8252,寶榮行食品中心,4787846.99,1595949.0,1356556.65,Retail
8253,Edcora Fine Jewelry,4787846.99,1595949.0,1356556.65,Retail
8254,Kwan Fa,1889854.62,629951.54,535458.81,Other Services
8255,ABC Pharmacy,5268371.04,1756123.68,1492705.13,Health/Social
8256,La Princesa,4787846.99,1595949.0,1356556.65,Retail
8257,Royal Star Jewelry,4787846.99,1595949.0,1356556.65,Retail
8258,Tyka Pharmacy,5268371.04,1756123.68,1492705.13,Health/Social
8259,Joa Jewel,4787846.99,1595949.0,1356556.65,Retail
8260,Flushing Bank,16545067.6,5515022.53,4687769.15,Finance/Insurance
8261,Lukfook Jewellry,4787846.99,1595949.0,1356556.65,Retail
8262,Top Master Jewelry,4787846.99,1595949.0,1356556.65,Retail
8263,678 Pharmacy,1889854.62,629951.54,535458.81,Other Services
8264,Nickel & Diner,3534837.91,1178279.3,1001537.41,Accommodations/Food
8265,New Top Jewelry,4787846.99,1595949.0,1356556.65,Retail
8266,Centre Care Phamacy,1889854.62,629951.54,535458.81,Other Services
8267,Toto Group,4787846.99,1595949.0,1356556.65,Retail
8268,Toto Beauty,4787846.99,1595949.0,1356556.65,Retail
8269,Relax Foot Spa,1889854.62,629951.54,535458.81,Other Services
8270,Lafayette Deli,4787846.99,1595949.0,1356556.65,Retail
8271,Wing Da Herbal,1889854.62,629951.54,535458.81,Other Services
8272,Buy-Rite Pharmacy V,5268371.04,1756123.68,1492705.13,Health/Social
8273,Nature Cosmetic,4787846.99,1595949.0,1356556.65,Retail
8274,DG Scarf Inc.,4787846.99,1595949.0,1356556.65,Retail
8275,New York Souvenir & Gift Center,4787846.99,1595949.0,1356556.65,Retail
8276,Convenience Shop,4787846.99,1595949.0,1356556.65,Retail
8277,Jenny's Souvenir,4787846.99,1595949.0,1356556.65,Retail
8278,A Plus Z,1889854.62,629951.54,535458.81,Other Services
8279,NYC Gift's Town,4787846.99,1595949.0,1356556.65,Retail
8280,Alimama Tea,3534837.91,1178279.3,1001537.41,Accommodations/Food
8281,Nail Sail & Beyond,4787846.99,1595949.0,1356556.65,Retail
8282,Kabab Town,3534837.91,1178279.3,1001537.41,Accommodations/Food
8283,Wah Yeong,4787846.99,1595949.0,1356556.65,Retail
8284,Pasteur,3534837.91,1178279.3,1001537.41,Accommodations/Food
8285,Manhattan Florist,4787846.99,1595949.0,1356556.65,Retail
8286,New T.Y.K. Ginsing & Herbs,1889854.62,629951.54,535458.81,Other Services
8287,City Park Convenient Store,4787846.99,1595949.0,1356556.65,Retail
8288,No. 1 Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
8289,Gulf Mart,4787846.99,1595949.0,1356556.65,Retail
8290,Kings Plaze Auto Repair,4787846.99,1595949.0,1356556.65,Retail
8291,Tikal Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
8292,Tastee Pattee Jamaican Bakery,4787846.99,1595949.0,1356556.65,Retail
8293,Nicky's Jamaican Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
8294,Bed-Stuy Fish Fry,3534837.91,1178279.3,1001537.41,Accommodations/Food
8295,Weng's Garden,3534837.91,1178279.3,1001537.41,Accommodations/Food
8296,The Evergreen,3534837.91,1178279.3,1001537.41,Accommodations/Food
8297,Moffat Bodega,4787846.99,1595949.0,1356556.65,Retail
8298,Mi Cholita Bella,3534837.91,1178279.3,1001537.41,Accommodations/Food
8299,MR Discount,4787846.99,1595949.0,1356556.65,Retail
8300,Everyday Liquor & Wine,4787846.99,1595949.0,1356556.65,Retail
8301,Dicayagua Deli & Grocery,4787846.99,1595949.0,1356556.65,Retail
8302,Wonderville,1889854.62,629951.54,535458.81,Other Services
8303,Warude,3534837.91,1178279.3,1001537.41,Accommodations/Food
8304,Beds Thai,3534837.91,1178279.3,1001537.41,Accommodations/Food
8305,Papa Juice Bar NY,4787846.99,1595949.0,1356556.65,Retail
8306,Breuklyn Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
8307,Safaa Imports,4787846.99,1595949.0,1356556.65,Retail
8308,Prime Grocery & Deli,4787846.99,1595949.0,1356556.65,Retail
8309,The Fly,3534837.91,1178279.3,1001537.41,Accommodations/Food
8310,Bati Ethiopian Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
8311,Fulton First Pharmacy,1889854.62,629951.54,535458.81,Other Services
8312,Janet Golden Comb,1889854.62,629951.54,535458.81,Other Services
8313,Beyond 2 Natural Market,4787846.99,1595949.0,1356556.65,Retail
