id,name,avg_revenue,avg_bills
3637,Packanack Lake Cleaners,2683069.19,2149981.6
3638,Fullblown Blow-Out & Beauty Lounge,560206.29,421762.55
3639,CosmoProf,4259228.88,2654402.49
3640,Texas Avenue Elementary School,3849872.34,3620031.95
3641,Gerardo's Auto Repair,2875836.06,1851415.47
3642,Forest Hill Properties,3847192.07,2894446.64
3643,South Beach Gift Shop,1339243.34,1190027.29
3644,South Beach Sweets,2273831.01,1849201.08
3645,Hungarian Meat Center,3307232.96,2831653.75
3646,Matawan Regional High School,1848504.37,1543482.93
3647,Hudson Montessori,1621057.15,1203716.65
3648,Metro Liquors,1559772.88,957388.26
3649,Laundromat Cleaners,1354317.87,1107888.24
3650,5 Corners Deli & Grocery,4261035.99,3505993.85
3651,Bottle King Liquors,2528155.92,1575145.37
3652,Jersey Wines & Spirits,818634.64,496449.21
3653,TesoLife,2449007.92,1954356.56
3654,Delight,352909.5,297408.8
3655,Bass Cleaners,289395.57,273680.95
3656,JustFoodForDogs,761791.44,644895.73
3657,Hoboken Man,317320.9,269311.87
3658,Sparrow Wine,3182194.8,2598062.19
3659,Morton Williams,1009222.49,751448.74
3660,Newport Wines,1854440.26,1335338.31
3661,Gateway Newstand,257973.69,213697.8
3662,Nothing Bundt Cakes,4247605.96,3937207.01
3663,Ferguson Supply,227965.66,139801.29
3664,Weldon Materials Inc.,1990155.57,1772598.31
3665,Williams-Sonoma,4924510.98,4633003.13
3666,The Shoppes at the Water Club,1519937.29,986650.11
3667,Real Estate Acquisitions Co.,1216749.11,765473.83
3668,Zen Spa Massage,2085047.91,1414454.62
3669,Mario & Gerard Hair Cutters,4565572.39,3662101.47
3670,Valley Brooke Cleaners,3520589.4,2855908.48
3671,T.L.C Nails,3854796.67,3202098.15
3672,Swift Home Buyers Co.,381233.16,303526.03
3673,Cattani Wines & Liquors,4279630.44,3955591.64
3674,Market Deli,4142993.4,3642867.28
3675,Pennsylvania Avenue School,2997147.12,1847950.51
3676,German Motors,2253331.63,1684723.94
3677,Fire & Safety Systems Co.,2573563.81,2249673.11
3678,Tide Dry Cleaners,4135224.75,3438319.62
3679,Designer Luggage Outlet,2247474.67,1618062.0
3680,ExhibitCraft,1550381.26,1211309.77
3681,Habonim USA,437141.46,308785.08
3682,Brush Magic Painting and Decorating llc,1311179.13,1196506.32
3683,AmeriGlide Wayne,3738455.66,2675890.4
3684,Fun Creation Studio,4247529.53,2973303.43
3685,Lighthouse 2nd Time Around,1726149.87,1329258.9
3686,Calvary Learning Center,3779690.17,3412627.81
3687,Colly Flowers,3403779.68,2403138.72
3688,Millburn Deli,1972795.12,1743822.82
3689,Four Seasons Wine & Liquor,3898856.58,3556812.1
3690,Morristown Bagels & Deli,4830651.34,3839933.92
3691,Golf Etc,3863521.64,3018970.21
3692,Status Vapes,4564773.77,3890351.07
3693,Cambridge Wines,4348325.17,2959829.22
3694,John's Delicatessen,1797239.58,1695147.74
3695,The Jury Box,3646911.76,3440837.06
3696,Athleta,1779369.21,1248502.39
3697,Madison Fine Wines,2180438.77,1597763.58
3698,Beauty World,773728.37,570980.88
3699,Real Estate Office,327660.8,207124.84
3700,Cammarota's Haircutters,1916586.32,1623266.87
3701,Massola Jewelers,2203564.39,1938288.96
3702,Marwan Tailor,4882303.81,3836812.6
3703,Zapp! Comics,3500543.39,3247866.89
3704,Harmon Cosmetics,2486504.16,2243739.1
3705,Wayne Valley Cleaners,3948917.62,2627143.86
3706,Wayne Valley Nails,4576543.01,3645821.56
3707,Wayne Liquor Locker,3313396.29,2087068.68
3708,Robert Bakelaar: Allstate Insurance,3750745.81,2648339.46
3709,C-Store,716862.66,469356.05
3710,Tenafly Gourmet Farm,2486849.62,2139448.23
3711,Celebrity Bagels,3524510.56,2444265.7
3712,Party Girl,3664880.21,2445880.63
3713,BBC Salon,3725523.96,2650393.61
3714,Passaic County Educational Services Commission,2019460.88,1771276.94
3715,Passaic County Public Safety Academy,2309365.03,1685760.28
3716,Hero's Salute Awards & Engraving Company,1643246.15,1099882.66
3717,Cambridge Kitchen Designs,3958132.81,2643668.71
3718,Design Nails,457758.43,374440.83
3719,Head 2 Toe Massage and Spa,410486.43,328993.01
3720,Anthony's Cleaners III,3240729.13,2079329.14
3721,"Image Makers Signs, Printing, Copies",1520931.62,983651.96
3722,Plaza Shade & Drapery,1479867.09,985657.83
3723,Studio L Salon,272774.06,178234.5
3724,Farmers Insurance - David Belgard,2980183.51,2667693.02
3725,Wayne Hearing Aid Center,1692901.22,1496680.4
3726,Beach Bum Tanning & Airbrush Salon,561227.76,384049.56
3727,$ Plus Kraze,4009642.79,2559990.84
3728,"Capezio Wayne, NJ",4979815.07,3748587.09
3729,Speedymart,3015274.93,2426512.96
3730,RubysTravel,1739506.39,1550022.65
3731,Williams Alexander & Associates Inc,2886478.64,1970615.07
3732,"GeoThermal Tools, Inc.",1051866.49,965160.15
3733,Secrets Salon & Spa,4067345.32,2745741.01
3734,Nora Shafer,2139813.67,2014386.83
3735,Happy Nails Bar and Spa,4151686.17,3424659.6
3736,Shoppers Paradise Liquors,3883975.36,3236119.05
3737,Wayne Tile Wayne Store,1082992.88,948226.81
3738,Wayne Barber Shop,481561.14,328967.24
3739,Christina by design,4899641.06,4341104.01
3740,Perfection Nails,1186986.75,974331.56
3741,1-800-Mattress,3001281.98,2194761.64
3742,Eastern Aerosol Association,1418638.74,1292061.38
3743,Kafafian Leon S CPA,2121852.64,1544188.39
3744,Atlantic Irrigation Specialties,2896481.79,2192018.01
3745,Wayne Mobile Storage,4296283.11,3474068.78
3746,Uncommon Fit LLC,2292944.62,1873278.6
3747,Shotsie's Tattoo,343345.82,249971.92
3748,Steve's Art of Framing,3854731.07,2431101.07
3749,Recyclingbin.com,4080705.21,2931984.94
3750,Dry Stacker,2129739.88,1505791.02
3751,Intercycle LLC,640492.23,512468.93
3752,Wayne Scooter & Cycle Sales,1107650.71,845821.62
3753,Ed Mege Motors,2418593.91,1479904.41
3754,Metro Packaging & Imaging Co,469527.22,415954.51
3755,Wayne Laundry,4861201.04,4027811.49
3756,Profile Nail & Spa,2186204.54,1658424.43
3757,Quantum Vapor,4128912.22,3872721.08
3758,Sorelle Salon and Spa,276917.31,239311.7
3759,Bagel O's Inc,4601995.87,2905818.04
3760,Must Love Dogs,2668419.94,2240626.82
3761,Patsy's Pet Stop Inc,2409369.89,2265928.7
3762,Mi Transport,570347.56,427461.42
3763,Aya's Auto Body,640942.43,432429.33
3764,Hope of the World,361875.72,310161.36
3765,Union Building Services U.S. Inc.,288795.49,273161.51
3766,Big Apple Bag Co,2635311.58,2325788.95
3767,Weapons Of SEO,3030343.59,2118048.28
3768,J & M Carting | Services,2421189.26,2248919.99
3769,Transmission Repair,3359694.77,2964719.55
3770,Jan Fence,2071404.72,1689538.8
3771,Aqua Kitchen & Bath Design Center,2553322.0,2281263.6
3772,Wayne Vending,4844453.1,3886250.24
3773,Quartz New Jersey,810652.97,592802.26
3774,Sharp Printing Plus,1053037.58,672926.9
3775,Mc Entee Investments,3781449.88,2592950.11
3776,Tektronix Calibration and Testing Lab,639464.6,516442.42
3777,Forgiveness Boutique,3121640.4,2694071.03
3778,Elements European Day Spa,212245.61,181214.09
3779,Hansa Enterprises,2248224.08,1797946.44
3780,J. Capri Salon & Spa,3682163.6,3160809.93
3781,M A G Entertainment,2986236.6,2491385.19
3782,Versailles Fashion Boutique,1403540.56,1329376.79
3783,Boardwalk Popcorn,3213354.89,2502102.05
3784,Jude Anthony Florist LLC,4094858.76,2461376.27
3785,Lighthouse Christian Store,4723766.25,4304740.76
3786,Coronet Engraving Co,4244599.06,3010977.17
3787,U.S.Auto Repair,327702.28,255947.59
3788,Posh Salon,1660656.71,1184498.28
3789,Bel Art Industries,1096057.08,924519.84
3790,Applied Coating Inc,2155688.84,1628045.08
3791,Dark Water Divers,3855894.03,3257773.84
3792,Crews-Farrell-Mead Co,3233948.39,1966480.53
3793,Farrell Co,4761002.42,3511953.21
3794,Mead-Wilbert Co,1577246.84,1453670.49
3795,aeromockups,2971344.86,2402260.19
3796,Maya Romanoff Studio,638002.08,429562.52
3797,Naturale Wallcovering,2780143.59,2374221.86
3798,Sellers & Josephson Wallcovering,3661015.09,3287315.08
3799,Donnelly Construction,143303.21,130273.13
3800,Apex Packaging Corporation,4724688.92,2848738.89
3801,Mediant,3761675.55,3250909.47
3802,Schindler Elevator Corporation,1563758.5,939416.49
3803,Salomone Redi Mix,2972942.01,2754959.74
3804,SBI Well Drilling,2344850.66,1567350.96
3805,Shamrock Mobile Units,513862.37,317793.89
3806,Z Transportation inc.,1747616.37,1225590.48
3807,Alliance Corporation,1645030.72,1235872.22
3808,Glamazon LLC,3670523.77,2982913.01
3809,Liberty Island Bookstore,1734937.96,1306563.11
3810,The Life Raft Group,988920.74,685639.66
3811,Arthur Linderman Esquire,3054206.24,2813626.46
3812,Shopping Mall,3394413.38,3065789.68
3813,DMC Energy Inc,910066.88,847026.85
3814,Feldman & Fiorello LLC,4761643.11,3388880.52
3815,Honeywell DMC,1628784.82,1483512.5
3816,Russ Rachel A,4335257.43,3092874.23
3817,N J Furniture Gallery,1724145.42,1295447.57
3818,Ultimate Fitness Superstore,2665675.44,1741985.81
3819,Tattoos are Forever NJ/NYC,980818.36,690866.73
3820,Gallo Jewelry,1323115.56,917389.64
3821,RSFA Rising Stars Fencing Academy,4634117.52,3378555.88
3822,Jewelry By Marcus,931679.42,588658.7
3823,Cash It In,4772273.17,3895307.82
3824,My Vision LLC,1406762.56,1083644.98
3825,Extra Space Storage,94052.76,68118.08
3826,At Home,4765858.14,3009358.79
3827,Shami Fine Watchmaking,4155109.98,3125735.33
3828,Diligent Board Member Services Inc,2418786.65,1529442.0
3829,Patrick Rafferty - Primerica - Regional Vice President,640962.57,577277.48
3830,"Robert M. Marshall, L.L.C.",3152695.95,2135337.66
3831,Verp Martin,4085074.33,3424116.57
3832,Fava Ronald S,1293671.91,811220.81
3833,Show Case Communications,353457.18,289018.5
3834,Insurance Insights,3678233.66,2612554.19
3835,Devereux Foundation,1899361.17,1615458.2
3836,Mack-Cali Realty Corporation,4891216.88,3250515.94
3837,URS Corporation,2810583.93,2193077.62
3838,Sweet Expressions,3446086.14,2940335.47
3839,Furniture Revival,2140879.77,1812627.46
3840,The SALON by InStyle Inside JCPenney,3767867.54,3575962.76
3841,JCPenney Home Store,456368.23,369035.25
3842,Costco Tire Center,4159754.34,2532949.53
3843,Costco Hearing Aid Center,3608798.31,2626194.12
3844,Costco Bakery,976749.08,696262.91
3845,Bridgestone,4690429.79,4283907.77
3846,Motherhood Maternity,599177.96,430828.9
3847,TD Ameritrade,670126.1,439920.31
3848,Alex Jewelry 1 LLC,2409859.45,1504296.35
3849,Video Theatre,1585121.05,1434241.68
3850,Red Wing,4804535.78,4352391.57
3851,Wayne Jewelry Exchange,3639360.68,2572698.64
3852,MA Jewelers,3349289.07,2256270.1
3853,Brilliant Diamonds,485816.48,399587.38
3854,D'Malke Jewelers,3338549.6,2195520.23
3855,Jewelry By Jakup Inc,4225531.22,3244943.57
3856,Bayar Jewelers,1243142.45,1157482.01
3857,Sunny Nails,186994.29,160295.35
3858,Shan Jiang Violins,400101.7,359539.16
3859,Zara,3122566.02,2705396.51
3860,American Coins & Gold,2825116.68,2257752.36
3861,Piercing Pagoda,449463.18,312545.69
3862,Armani Exchange,3872952.39,2893625.65
3863,NYX Professional Makeup,3995850.47,2792182.83
3864,Cotton On,3769604.48,2470136.75
3865,Gymboree,4623097.02,4232485.65
3866,Forever Flawless,3451037.05,2386911.74
3867,White House Black Market,4518028.38,4195351.49
3868,Zales,3760203.29,3426050.93
3869,Greek From Greece,2678709.25,2064638.05
3870,Steve Madden,4589267.44,3664684.19
3871,Victoria's Secret PINK,3799792.54,2989859.47
3872,MAC Cosmetics,3847579.67,2891511.39
3873,Sunglass Hut,4658161.04,3297890.38
3874,Yankee Candle,1141831.96,1074448.77
3875,Swarovski,3751860.23,2360707.48
3876,Pandora,1058376.94,713951.84
3877,Vera Bradley,3925606.81,2866655.67
3878,Willowbrook Spa,2631657.39,2368764.11
3879,Carlo's Bakery,4926414.21,3045971.15
3880,Amazon Pop-Up,4646523.93,3683737.77
3881,Street Corner News,148558.31,106904.53
3882,Best Buy Mobile,456566.18,419463.89
3883,Spectricite,806902.06,677956.75
3884,Footaction,1590520.34,1446193.99
3885,Champs Sports,1826342.21,1696621.04
3886,Picture People,3704452.02,2964720.63
3887,Against All Odds,4993325.37,3170032.32
3888,Willowbrook Tailor Shop,424670.12,396879.3
3889,Sears Garden Center,1223771.9,782783.93
3890,Scrubology,1958561.81,1196988.42
3891,BCBGeneration at Bloomingdales,1252889.7,851417.47
3892,US Polo Association Factory Outlet,583388.13,401603.02
3893,Kids 2 Go,4074986.5,3322564.93
3894,Journeys,1951039.19,1679812.36
3895,F21 XXI,1948541.78,1788338.35
3896,Qitopia,3518513.68,2488697.23
3897,Shapes Brow Bar,4414246.17,3388398.61
3898,Spencer's,2097023.82,1445136.49
3899,Kids Foot Locker,1898652.28,1240497.16
3900,Stride Rite,4059645.29,2939785.49
3901,Things Remembered,3195342.25,3026344.57
3902,Candy Plaza Inc,1139637.54,689365.02
3903,Call It Spring,1868077.3,1774067.22
3904,Michael Anthony Jewelers Inc,1070164.92,693700.74
3905,The Body Shop,4322736.21,2927302.34
3906,bareMinerals,613338.35,413215.92
3907,Littman Jewelers,1942148.04,1369136.0
3908,Garage,453216.33,345750.24
3909,francesca's,4557484.0,2742596.39
3910,Lush,3551941.76,2473395.79
3911,Lolli and Pops,1795305.93,1557850.77
3912,Leather and Shoes,133410.15,113323.58
3913,Tates,4033110.7,3459973.18
3914,Opinions,3966294.85,2867785.99
3915,Hair and Makeup Lounge,4595912.51,4102297.45
3916,Build-A-Bear Workshop,4257178.87,3856357.95
3917,Aetrex,2921804.11,2592419.91
3918,Perfume Point,2179778.44,1762545.16
3919,AEO & Aerie Store,2880373.1,2128891.62
3920,Clarks,1735408.78,1494486.78
3921,Sur La Table,2574240.9,2174853.19
3922,Microsoft Store - Willowbrook,4427241.71,3394302.79
3923,Mint Vapes,2205419.44,1749633.77
3924,Macy's Bridal Salon by Demetrios,4923421.4,3819501.85
3925,Origins,2703903.45,2049537.99
3926,Macy's Cosmetics,4492229.31,3183656.25
3927,Signature Day Spa,3236415.71,2625642.24
3928,Seva Beauty,3176166.69,2770264.86
3929,KicksUSA,3087394.32,2568654.55
3930,SIX:02,3857314.92,3283583.83
3931,Charlotte Russe,4700459.95,4154763.79
3932,Snap Photo,3144340.8,2336666.55
3933,Icing,4419280.62,3736853.58
3934,Enzo Marc,1524167.01,985100.63
3935,Lids,1943583.69,1519881.99
3936,Rite Solutions,2183289.55,1682961.73
3937,Jeff's Discount Golf Shop,900425.59,659420.27
3938,"DOBCO, INC",2734253.28,1809496.77
3939,Rein Teen Tours,706750.34,532244.14
3940,Hanson Professional Services Inc.,2821512.38,2007968.31
3941,Infinite Promotional Solutions,3827377.25,2604711.88
3942,Achieve Test Prep,4195401.72,2657025.77
3943,East Coast Test Prep,4322115.94,3201605.75
3944,Money Merchant Services,2409367.28,2288174.17
3945,Najmee Technologies,3729999.1,3280091.37
3946,Strategic Financial Solutions,2755665.2,2295822.52
3947,Stuart Kahlenberg & Associates,3600371.75,3003719.44
3948,World Marketing Alliance,4000192.51,2986115.99
3949,A Good Life Massage Therapy & Wellness,160769.23,123606.47
3950,Pastel Limo,2263109.68,1847597.97
3951,Tash Advertising Inc.,4426399.1,3911805.84
3952,"B.R.T. SVC, LLC",1450186.73,879437.51
3953,Emerson Limo,2678866.87,2488238.21
3954,Anscott Industries Inc,1709401.05,1411686.98
3955,Mother Natural,988918.25,777457.91
3956,Sunbelt Corporation,4705964.05,2929793.34
3957,Hanes Drive Outlet,2028091.43,1761656.64
3958,J & J Tristate,701433.04,568300.71
3959,Infinity Warehouse District Services,4896798.48,4646359.46
3960,Retirement Planner,3743956.78,2560585.97
3961,USA Medallion Funding,2134383.53,1791715.62
3962,BAE Systems,4456698.14,3072067.6
3963,Pioneer Canteen,2207179.06,1848425.23
3964,Game Day Sports,4819923.79,4292648.24
3965,Frick & Frack,4262412.03,3648217.92
3966,The Pool Boss,1789795.72,1293152.57
3967,X Salon,1264991.02,1185704.57
3968,Watch Tower,4907541.7,4451648.2
3969,Sound Exchange,81153.59,56012.12
3970,Top Nails,420423.98,319880.88
3971,Tobacco Depot,1324024.28,881476.36
3972,Tattoo Factory,316750.78,246112.11
3973,Exotic Nails,4167257.21,2692446.96
3974,Gemini Productions - DJ's & Video,4799102.92,4199619.53
3975,Kid-den Around,557283.2,417761.22
3976,Middle Eastern Grocery and Deli,4561326.3,3466848.18
3977,Wicked Images Tattoo,2952501.04,2530434.62
3978,Visual Miracles,4478442.24,3747085.57
3979,"Highland Financial Advisors, LLC",3798882.55,2539935.36
3980,Amsalem Tours & Travel LLC,2623039.8,2256353.52
3981,Merrill Lynch Wealth Management,2263943.89,1692941.95
3982,"Williams Caliri Miller & Otley, PC",2333972.55,1770840.41
3983,Capitol Securities Management,2001169.88,1822444.46
3984,Shvarts & Leiz,2134285.88,1869463.3
3985,"Sunshine Prosthetics and Orthotics, LLC",3979783.29,2519481.28
3986,Bryan Dunst,3652727.96,2405609.04
3987,Mrs Thimbles Cleaners & Tailor,3032104.85,2356403.08
3988,Patsy & Lee Hairdressers,208465.02,196037.58
3989,AC Digital Hearing Aid Center,594673.58,523867.67
3990,Penta Hearing Care,1215778.4,844039.33
3991,Loud & Clear,2912989.5,2262655.63
3992,Dollar Power and Deals,582184.03,414281.95
3993,Together Nail & Spa,2747926.87,2357761.41
3994,Laser Hair Removal Wayne NJ,4332657.78,3128780.94
3995,Accent on Leather Corporation,949337.61,846091.91
3996,Lucky nails & spa,1831992.2,1392699.28
3997,Maria Alawi - State Farm Insurance Agent,4878913.47,3303727.53
3998,Eye Level Learning Center Of Wayne,4830152.98,4174180.46
3999,Hair Gallery,1210516.52,998764.65
4000,Chase Mortgage,1701158.77,1414153.36
4001,Basic Home Infusion,1714712.11,1492644.73
4002,CyberExtruder,1338130.12,1097710.41
4003,"Law Office of Charles E. Tempio, LLC",1960942.18,1421069.68
4004,"MICHAEL R. MARCUS, CPA",351551.61,293277.59
4005,"Silverberg Associates, Inc.",1249243.58,928858.81
4006,Torino Lighting Design,193840.99,164093.69
4007,Upper Deerfield Township Municipal Building,905005.58,580913.98
4008,Oxygen,1109867.3,1002843.81
4009,E&G Exterminators,4744065.24,4481279.94
4010,Loran Electrolysis,4729294.54,4199268.71
4011,Tchaikovsky Music,4320353.73,2997359.73
4012,No Hassle Moving CORPORATION,1404059.55,899108.85
4013,Lucky Leo's Sweet Shop,700692.88,581335.49
4014,Van Houlten's Chocolates,4845345.91,3639235.62
4015,Deep Blue Boutique,3389298.98,2221411.84
4016,Jenkinson's Sweet Shop,3608414.89,3302726.82
4017,David Ezra Salon & Spa,4325019.79,3410416.5
4018,Bliss Development Corporation,1616517.3,1358643.25
4019,"David F Light - Ameriprise Financial Services, Inc.",3603932.29,2573948.8
4020,"Edward Landau - Ameriprise Financial Services, Inc.",3713297.27,3502781.31
4021,KappaEast Management Consultants,1842682.91,1599393.32
4022,Raymond James Financial Services,942642.68,844497.56
4023,Hallmark Capital Management Inc,3211437.72,2212959.38
4024,Robert Thomas Securities,2581314.32,2369552.09
4025,New Century Asset Management,1207910.59,987635.18
4026,T-Bowl Smoke Shop,3135095.19,2739984.64
4027,Janice & Jack's Jewelry and Coin,4896491.55,4407348.43
4028,Wayne Puppies,3565993.07,2465654.3
4029,T-Bowl Deluxe Cleaners,1927850.68,1796018.96
4030,Prestige Jewelers,2924302.2,1874872.66
4031,Public Image Ltd The Salon,4153190.01,3879093.98
